food_code,food_name,region,energy_kj,protein_g,fat_g,carbohydrates_g,fiber_g,calcium_mg,iron_mg,magnesium_mg,zinc_mg,phosphorus_mg,potassium_mg,sodium_mg,vitamin_c_mg,folate_mcg
P013,Chembali,1,406,20.06,1.77,0.0,0.0,23.72,0.31,30.55,0.32,211.0,323.0,38.98,0.0,0.0
P014,Eri meen,1,454,22.3,2.02,0.0,0.0,12.45,0.46,30.99,0.31,243.0,402.0,41.19,0.0,0.0
P015,Gobro,2,362,19.37,0.88,0.0,0.0,24.18,0.36,28.23,0.37,170.0,316.0,52.68,0.0,0.0
P016,Guitar fish,1,400,22.56,0.44,0.0,0.0,17.32,0.44,27.45,0.35,230.0,342.0,70.81,0.0,0.0
P017,Hilsa,2,1083,21.8,18.49,0.0,0.0,19.82,1.19,30.62,0.64,278.0,341.0,80.88,0.0,0.0
P018,Jallal,1,420,21.55,1.46,0.0,0.0,14.73,0.46,29.12,0.83,204.0,368.0,74.33,0.0,0.0
P019,Jathi vela meen,2,453,22.45,1.92,0.0,0.0,6.65,0.28,31.12,0.35,249.0,467.0,30.53,0.0,0.0
P020,Kadal bral,1,368,18.72,1.34,0.0,0.0,73.92,0.31,29.55,0.38,219.0,366.0,53.66,0.0,0.0
P021,Kadali,1,530,22.07,4.2,0.0,0.0,8.62,0.38,26.23,0.35,207.0,390.0,36.06,0.0,0.0
P022,Kalamaara,2,523,20.89,4.54,0.0,0.0,7.54,0.5,34.29,0.38,227.0,420.0,29.33,0.0,0.0
P023,Kalava,1,374,19.38,1.2,0.0,0.0,10.66,0.26,22.87,0.82,177.0,279.0,40.14,0.0,0.0
P024,Kanamayya,2,367,20.19,0.65,0.0,0.0,7.72,0.36,27.07,0.31,194.0,346.0,50.53,0.0,0.0
P025,Kannadi paarai,3,423,22.09,1.27,0.0,0.0,9.04,0.31,32.36,0.4,252.0,432.0,59.57,0.0,0.0
P026,Karimeen,1,386,19.68,1.38,0.0,0.0,11.73,0.6,28.49,0.46,192.0,452.0,23.72,0.0,0.0
P027,Karnagawala,1,363,19.52,0.84,0.0,0.0,60.03,0.44,44.3,0.41,178.0,228.0,63.27,0.0,0.0
P028,Kayrai,2,454,20.15,3.0,0.0,0.0,6.0,0.98,31.74,0.39,266.0,321.0,25.12,0.0,0.0
P029,Kiriyan,1,556,22.49,4.7,0.0,0.0,19.42,1.0,31.98,0.82,214.0,277.0,35.88,0.0,0.0
P030,Kite fish,1,413,23.07,0.56,0.0,0.0,11.02,1.38,28.46,0.55,231.0,387.0,59.03,0.0,0.0
P031,Korka,1,528,23.72,3.36,0.0,0.0,11.12,0.73,28.55,1.47,229.0,349.0,43.3,0.0,0.0
P032,Kulam paarai,1,501,21.62,3.6,0.0,0.0,15.17,0.5,30.79,0.52,244.0,366.0,49.17,0.0,0.0
P033,Maagaa,1,366,20.11,0.67,0.0,0.0,8.42,0.23,30.32,0.35,181.0,375.0,52.28,0.0,0.0
P034,Mackerel,3,423,21.51,1.53,0.0,0.0,31.27,1.46,37.46,0.67,231.0,309.0,83.01,0.0,0.0
P035,Manda clathi,1,398,21.27,1.0,0.0,0.0,11.48,0.43,37.88,0.37,320.0,431.0,58.5,0.0,0.0
P036,Matha,2,389,21.17,0.79,0.0,0.0,14.02,0.32,40.24,0.32,263.0,450.0,62.58,0.0,0.0
P037,Milk fish,1,442,23.66,1.09,0.0,0.0,29.18,1.35,35.38,2.43,292.0,301.0,42.98,0.0,0.0
P038,Moon fish,1,526,20.74,4.69,0.0,0.0,29.18,1.67,37.14,0.93,169.0,157.0,65.17,0.0,0.0
P039,Mullet,3,393,20.23,1.32,0.0,0.0,35.2,1.31,34.09,0.45,222.0,331.0,66.09,0.0,0.0
P040,Mural,1,345,19.04,0.58,0.0,0.0,8.61,0.24,27.1,0.71,224.0,330.0,110.0,0.0,0.0
P041,Myil meen,2,410,22.89,0.56,0.0,0.0,7.2,1.2,30.08,0.58,268.0,365.0,61.96,0.0,0.0
P042,Nalla bontha,1,364,19.82,0.72,0.0,0.0,9.04,0.31,29.2,0.3,197.0,403.0,57.87,0.0,0.0
P043,Narba,2,432,21.95,1.6,0.0,0.0,7.21,1.11,26.33,0.45,235.0,384.0,49.51,0.0,0.0
P044,Paarai,1,435,21.58,1.84,0.0,0.0,13.52,0.69,27.59,0.45,284.0,384.0,45.22,0.0,0.0
P045,Padayappa,1,360,19.7,0.69,0.0,0.0,9.83,0.33,28.98,1.48,256.0,490.0,33.87,0.0,0.0
P046,Pali kora,1,394,19.25,1.81,0.0,0.0,17.03,0.42,28.0,0.38,195.0,364.0,54.85,0.0,0.0
P047,Pambada,2,537,21.95,4.44,0.0,0.0,16.53,0.38,29.87,0.41,170.0,263.0,82.65,0.0,0.0
P048,Pandukopa,1,360,19.73,0.65,0.0,0.0,12.18,0.47,29.15,0.33,203.0,427.0,49.15,0.0,0.0
P049,Parava,1,467,21.5,2.74,0.0,0.0,29.12,3.58,32.52,0.56,194.0,363.0,84.08,0.0,0.0
P050,Parcus,1,361,19.87,0.62,0.0,0.0,21.08,0.28,28.84,0.33,218.0,446.0,64.38,0.0,0.0
P051,Parrot fish,1,375,20.82,0.57,0.0,0.0,9.21,0.38,28.88,0.31,316.0,432.0,51.79,0.0,0.0
P052,Perinkilichai,1,387,20.89,0.87,0.0,0.0,7.25,0.29,29.01,0.36,236.0,365.0,34.16,0.0,0.0
P053,Phopat,4,424,22.05,1.33,0.0,0.0,9.32,0.47,32.27,0.36,258.0,439.0,36.2,0.0,0.0
P054,Piranha,1,549,20.46,5.43,0.0,0.0,14.85,0.5,23.41,0.43,170.0,323.0,38.97,0.0,0.0
P055,"Pomfret, black",2,515,18.91,4.83,0.0,0.0,18.1,0.78,28.22,0.5,195.0,295.0,69.09,0.0,0.0
P056,"Pomfret, snub nose",2,375,21.05,0.46,0.0,0.0,6.57,0.41,29.85,0.92,247.0,483.0,36.1,0.0,0.0
P057,"Pomfret, white",2,513,19.02,5.12,0.0,0.0,13.64,0.31,32.2,0.53,211.0,255.0,46.09,0.0,0.0
P058,Pranel,1,405,19.69,1.89,0.0,0.0,21.88,0.41,26.26,0.55,166.0,251.0,52.37,0.0,0.0
P059,Pulli paarai,1,399,20.06,1.55,0.0,0.0,21.84,0.35,31.12,0.52,232.0,335.0,58.56,0.0,0.0
P060,Queen fish,3,400,20.97,1.17,0.0,0.0,5.75,0.49,28.1,0.35,235.0,440.0,48.93,0.0,0.0
P061,Raai fish,2,430,21.61,1.69,0.0,0.0,11.09,0.46,21.99,0.36,213.0,347.0,47.62,0.0,0.0
P062,Raai vanthu,1,410,19.39,2.17,0.0,0.0,8.72,0.36,27.39,0.35,178.0,311.0,50.83,0.0,0.0
P063,Rani,1,377,18.83,1.49,0.0,0.0,37.9,0.87,29.91,0.4,208.0,335.0,63.17,0.0,0.0
P064,"Ray fish, bow head, spotted",1,349,19.03,0.7,0.0,0.0,9.64,0.25,19.25,0.49,196.0,353.0,105.0,0.0,0.0
P065,Red snapper,1,437,22.79,1.34,0.0,0.0,8.39,0.37,32.65,0.34,204.0,446.0,59.89,0.0,0.0
P066,"Red snapper, small",1,451,21.5,2.3,0.0,0.0,17.43,0.57,31.03,0.4,204.0,327.0,38.97,0.0,0.0
P067,Sadaya,1,462,20.68,2.97,0.0,0.0,9.08,0.47,26.27,0.68,221.0,360.0,49.41,0.0,0.0
P068,Salmon,1,721,20.97,9.86,0.0,0.0,24.3,0.98,31.18,0.51,211.0,345.0,20.25,0.0,0.0
P069,Sangada,1,443,20.26,2.67,0.0,0.0,7.9,0.99,28.37,0.32,211.0,217.0,77.82,0.0,0.0
P070,Sankata paarai,1,434,21.87,1.68,0.0,0.0,6.03,0.99,27.53,0.39,246.0,379.0,22.33,0.0,0.0
P071,Sardine,1,637,17.91,8.99,0.0,0.0,42.26,0.83,24.39,0.89,191.0,228.0,38.49,0.0,0.0
P072,Shark,2,398,21.6,0.83,0.0,0.0,8.44,0.38,32.58,0.46,263.0,372.0,63.63,0.0,0.0
P073,"Shark, hammer head",1,432,23.4,0.8,0.0,0.0,7.92,0.86,25.11,0.4,200.0,304.0,53.55,0.0,0.0
P074,"Shark, spotted",1,384,20.95,0.75,0.0,0.0,8.1,0.54,19.05,0.55,179.0,318.0,131.0,0.0,0.0
P075,Shelavu,4,446,22.46,1.74,0.0,0.0,11.42,0.52,29.9,0.42,251.0,453.0,38.73,0.0,0.0
P076,Silan,1,633,22.72,6.68,0.0,0.0,28.82,0.56,22.64,0.58,163.0,223.0,29.39,0.0,0.0
P077,Silk fish,1,408,20.65,1.53,0.0,0.0,10.46,0.3,27.13,0.34,211.0,440.0,41.57,0.0,0.0
P078,Silver carp,1,555,21.71,5.17,0.0,0.0,85.55,0.58,24.97,0.57,187.0,249.0,19.6,0.0,0.0
P079,Sole fish,1,367,19.05,1.18,0.0,0.0,47.28,0.33,27.96,0.17,123.0,199.0,74.57,0.0,0.0
P080,Stingray,1,408,23.98,0.68,0.0,0.0,9.16,0.74,24.61,0.44,174.0,270.0,64.14,0.0,0.0
P081,Tarlava,2,414,21.72,1.2,0.0,0.0,11.68,0.53,30.1,0.31,199.0,370.0,67.4,0.0,0.0
P082,Tholam,2,432,20.78,2.13,0.0,0.0,11.4,0.6,26.14,0.36,241.0,382.0,28.0,0.0,0.0
P083,Tilapia,1,349,18.48,1.08,0.0,0.0,99.39,2.84,24.56,0.88,184.0,255.0,52.55,0.0,0.0
P084,Tuna,5,470,24.5,1.44,0.0,0.0,9.82,1.6,35.85,0.69,292.0,357.0,52.89,0.0,0.0
P085,"Tuna, striped",1,403,21.28,1.12,0.0,0.0,6.45,1.43,26.02,0.46,209.0,273.0,22.6,0.0,0.0
P086,Valava,1,410,21.8,1.06,0.0,0.0,37.06,0.24,39.05,0.42,229.0,365.0,91.91,0.0,0.0
P087,Vanjaram,2,570,22.28,5.18,0.0,0.0,9.85,0.41,36.73,0.74,302.0,473.0,34.85,0.0,0.0
P088,Vela meen,1,537,22.16,4.34,0.0,0.0,14.9,0.64,31.93,0.36,280.0,387.0,38.15,0.0,0.0
P089,Vora,2,422,20.14,2.14,0.0,0.0,7.64,0.27,32.27,0.29,246.0,401.0,43.66,0.0,0.0
P090,Whale shark,1,401,21.83,0.82,0.0,0.0,8.32,0.33,20.61,0.38,274.0,365.0,116.0,0.0,0.0
P091,Xiphinis,1,370,19.82,0.88,0.0,0.0,12.08,0.54,26.38,0.56,255.0,306.0,66.21,0.0,0.0
P092,"Eggs, Cat fish",1,600,24.68,5.28,0.0,0.0,61.69,6.65,59.93,3.11,445.0,252.0,54.83,0.0,0.0
Q001,Crab,1,343,10.23,1.41,0.0,0.0,128.0,1.1,38.04,0.76,100.0,171.0,244.0,0.0,0.0
Q002,"Crab, sea",1,283,15.36,0.6,0.0,0.0,333.0,0.98,80.04,3.07,193.0,252.0,313.0,0.0,0.0
Q003,"Lobster, brown",1,292,15.96,0.56,0.0,0.0,73.06,0.77,45.34,1.16,223.0,212.0,140.0,0.0,0.0
Q004,"Lobster, king siz e",1,375,18.54,0.78,0.0,0.0,66.44,0.35,50.16,1.92,261.0,315.0,191.0,0.0,0.0
Q005,Mud crab,1,190,10.0,0.55,0.0,0.0,201.0,0.87,46.92,3.3,153.0,227.0,305.0,0.0,0.0
Q006,Oyster,1,252,9.51,2.44,0.0,0.0,126.0,0.9,22.24,7.35,170.0,122.0,41.01,0.0,0.0
Q007,"Tiger prawns, brown",1,273,14.85,0.56,0.0,0.0,37.81,0.73,45.93,1.1,189.0,141.0,188.0,0.0,0.0
Q008,"Tiger Prawns, orange",1,270,14.25,0.74,0.0,0.0,71.89,0.39,30.5,1.16,191.0,140.0,61.05,0.0,0.0
R001,"Clam, green shell",1,243,12.14,0.98,0.0,0.0,121.0,1.01,73.64,1.64,128.0,152.0,322.0,0.0,0.0
R002,"Clam, white shell, ribbed",1,250,11.82,1.34,0.0,0.0,50.0,0.94,86.64,1.16,192.0,245.0,404.0,0.0,0.0
R003,Octopus,1,334,14.71,1.12,0.0,0.0,22.1,1.08,50.92,4.07,131.0,181.0,230.0,0.0,0.0
R004,"Squid, black",1,335,16.1,1.07,0.0,0.0,22.98,0.5,41.99,1.24,173.0,162.0,179.0,0.0,0.0
R005,"Squid, hard shell",1,320,16.82,0.93,0.0,0.0,8.73,0.62,35.46,1.3,173.0,116.0,99.14,0.0,0.0
R006,"Squid, red",2,329,16.25,1.44,0.0,0.0,14.15,0.26,35.74,0.95,167.0,134.0,121.0,0.0,0.0
R007,"Squid, white, small",1,353,17.41,1.15,0.0,0.0,36.46,0.39,38.53,1.64,151.0,134.0,154.0,0.0,0.0
S001,Cat fish,2,518,15.86,6.24,0.0,0.0,21.99,0.82,18.78,0.71,157.0,250.0,28.29,0.0,0.0
S002,Catla,6,394,17.94,2.15,0.0,0.0,43.53,1.14,25.58,0.68,182.0,301.0,36.56,0.0,0.0
S003,Freshwater Eel,1,451,20.41,2.63,0.0,0.0,52.99,1.54,42.5,2.23,361.0,450.0,88.67,0.0,0.0
S004,Gold fish,1,396,16.91,2.94,0.0,0.0,47.89,0.76,21.66,1.69,185.0,243.0,27.53,0.0,0.0
S005,Pangas,2,852,17.12,16.77,0.0,0.0,11.19,0.69,25.09,0.69,179.0,282.0,37.42,0.0,0.0
S006,Rohu,6,428,19.71,2.39,0.0,0.0,39.37,1.04,26.53,0.8,200.0,303.0,35.56,0.0,0.0
S007,Crab,1,327,13.23,0.89,0.0,0.0,199.0,1.1,66.77,2.49,208.0,286.0,280.0,0.0,0.0
S008,"Prawns, big",3,380,19.24,0.52,0.0,0.0,48.55,0.78,39.25,1.44,237.0,269.0,849.0,0.0,0.0
S009,"Prawns, small",6,297,13.07,0.78,0.0,0.0,67.99,0.87,26.91,0.87,192.0,224.0,77.71,0.0,0.0
S010,Tiger prawns,2,284,14.24,0.66,0.0,0.0,57.9,0.84,22.94,1.02,155.0,149.0,80.77,0.0,0.0
T001,Coconut oil,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T002,Corn oil,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T003,Cotton seed oil,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T004,Gingelly oil,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T005,Groundnut oil,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T006,Mustard oil,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T007,Palm oil,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T008,Rice bran oil,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T009,Safflower oil,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T010,Safflower oil (blended),4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T011,Soyabean oil,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T012,Sunflower oil,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T013,Ghee,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T014,Vanaspati,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
